,id,combined_features,popularity,vote_average,points,release_date
277,36557,casino royale italy poker casino terrorist banker daniel craig eva green mads mikkelsen judi dench jeffrey wright adventure action thriller martin campbell 2006 film films movies movie actor actress director,88.935165,7.3,2502768.9458475,2006-11-14
249,262500,insurgent based on novel revolution dystopia sequel dystopic future shailene woodley theo james kate winslet ansel elgort miles teller adventure science fiction thriller robert schwentke 2015 film films movies movie actor actress director,103.718387,6.2,2462253.7637026003,2015-03-18
158,13475,star trek spacecraft teleportation space mission parachute time travel chris pine zachary quinto leonard nimoy eric bana bruce greenwood science fiction action adventure j.j. abrams 2009 film films movies movie actor actress director,73.61680799999998,7.4,2461245.4652255997,2009-05-06
5,559,spider-man 3 dual identity amnesia sandstorm love of one's life forgiveness tobey maguire kirsten dunst james franco thomas haden church topher grace fantasy action adventure sam raimi 2007 film films movies movie actor actress director,115.699814,5.9,2441080.9556976003,2007-05-01
266,2048,"i, robot suicide artificial intelligence man vs machine chicago based on novel will smith bridget moynahan alan tudyk james cromwell bruce greenwood action science fiction alex proyas 2004 film films movies movie actor actress director",95.914473,6.7,2437484.0937963,2004-07-15
38,102382,the amazing spider-man 2 obsession marvel comic sequel based on comic book electrocution andrew garfield emma stone jamie foxx dane dehaan campbell scott action adventure fantasy marc webb 2014 film films movies movie actor actress director,89.270217,6.5,2424891.5394795,2014-04-16
2284,694,the shining hotel isolation hotelier colorado maze jack nicholson shelley duvall danny lloyd scatman crothers barry nelson horror thriller stanley kubrick 1980 film films movies movie actor actress director,78.699993,8.1,2394974.5769781005,1980-05-22
116,6479,i am legend saving the world lost civilisation post-apocalyptic dystopia matter of life and death will smith alice braga charlie tahan salli richardson-whitfield willow smith drama horror action thriller science fiction francis lawrence 2007 film films movies movie actor actress director,70.867401,6.9,2373044.5296657,2007-12-14
160,82702,how to train your dragon 2 father son relationship wife husband relationship sacrifice viking sequel jay baruchel gerard butler kristen wiig jonah hill cate blanchett fantasy action adventure animation comedy dean deblois 2014 film films movies movie actor actress director,100.21391,7.6,2365609.4738959996,2014-06-12
1008,198184,chappie artificial intelligence android robot near future robot cop sharlto copley dev patel ninja yolandi visser jose pablo cantillo crime action science fiction neill blomkamp 2015 film films movies movie actor actress director,116.700319,6.6,2358420.0867347997,2015-03-04
1695,812,aladdin magic musical cartoon princess love scott weinger robin williams linda larkin jonathan freeman frank welker animation family comedy adventure fantasy ron clements 1992 film films movies movie actor actress director,92.982009,7.4,2350436.4163056,1992-11-25
32,12155,alice in wonderland based on novel fictional place queen fantasy alice in wonderland mia wasikowska johnny depp anne hathaway helena bonham carter crispin glover family fantasy adventure tim burton 2010 film films movies movie actor actress director,78.530105,6.4,2334542.96144,2010-03-03
356,10528,sherlock holmes detective scotland yard coffin black magic arrest robert downey jr. jude law rachel mcadams mark strong eddie marsan action adventure crime mystery guy ritchie 2009 film films movies movie actor actress director,57.834787,7.0,2334327.672894,2009-12-23
87,158852,tomorrowland inventor apocalypse destiny imax dreamer britt robertson george clooney raffey cassidy thomas robinson hugh laurie adventure family mystery science fiction brad bird 2015 film films movies movie actor actress director,130.311355,6.2,2299369.921246,2015-05-19
3234,242582,nightcrawler journalism underground tv station sociopath home invasion jake gyllenhaal rene russo riz ahmed bill paxton kevin rahm crime drama thriller dan gilroy 2014 film films movies movie actor actress director,89.095538,7.6,2298843.0714760004,2014-10-23
687,1271,300 evisceration javelin shield army fall from height gerard butler lena headey dominic west david wenham vincent regan action adventure war zack snyder 2006 film films movies movie actor actress director,65.197968,7.0,2280559.722672,2006-12-09
694,2501,the bourne identity paris barcelona spain assassin based on novel secret identity matt damon franka potente chris cooper clive owen brian cox action drama mystery thriller doug liman 2002 film films movies movie actor actress director,86.47681700000004,7.3,2261878.977770301,2002-06-14
3439,218,the terminator saving the world artificial intelligence rebel cyborg shotgun arnold schwarzenegger michael biehn linda hamilton paul winfield lance henriksen action thriller science fiction james cameron 1984 film films movies movie actor actress director,74.23479300000002,7.3,2237020.946179201,1984-10-26
684,273248,the hateful eight bounty hunter wyoming mountains narration hangman samuel l. jackson kurt russell jennifer jason leigh walton goggins demi\u00e1n bichir crime drama mystery western quentin tarantino 2015 film films movies movie actor actress director,68.717016,7.6,2232093.6005184003,2015-12-25
205,58574,sherlock holmes: a game of shadows detective inspector steampunk criminal mastermind robert downey jr. jude law jared harris noomi rapace kelly reilly adventure action crime mystery guy ritchie 2011 film films movies movie actor actress director,81.49962099999998,7.0,2216952.6904419996,2011-11-22
220,70981,prometheus android dystopia alien spin off creation noomi rapace michael fassbender guy pearce idris elba logan marshall-green science fiction adventure mystery ridley scott 2012 film films movies movie actor actress director,68.889395,6.3,2204736.19758,2012-05-30
34,62211,monsters university monster dormitory games animation best friend billy crystal john goodman steve buscemi helen mirren noah johnston animation family dan scanlon 2013 film films movies movie actor actress director,89.186492,7.0,2202549.6064319997,2013-06-20
708,294254,maze runner: the scorch trials based on novel resistance maze post-apocalyptic dystopia dylan o'brien kaya scodelario thomas brodie-sangster giancarlo esposito aidan gillen action wes ball 2015 film films movies movie actor actress director,113.161483,6.4,2201669.8132480006,2015-09-09
238,98566,teenage mutant ninja turtles martial arts terrorist hero mutation van megan fox will arnett william fichtner alan ritchson noel fisher science fiction action adventure fantasy comedy jonathan liebesman 2014 film films movies movie actor actress director,143.350376,5.8,2191655.2285888004,2014-08-07
351,1422,the departed undercover boston police friends mafia leonardo dicaprio matt damon jack nicholson mark wahlberg martin sheen drama thriller crime martin scorsese 2006 film films movies movie actor actress director,63.429157,7.9,2174230.9865617,2006-10-05
883,640,catch me if you can con man biography fbi agent overhead camera shot attempted jailbreak leonardo dicaprio tom hanks christopher walken martin sheen nathalie baye drama crime steven spielberg 2002 film films movies movie actor actress director,73.94404899999998,7.7,2160756.027853499,2002-12-25
1051,146233,prisoners pennsylvania kidnapping maze vigilante rural setting hugh jackman jake gyllenhaal paul dano maria bello melissa leo drama thriller crime denis villeneuve 2013 film films movies movie actor actress director,88.496873,7.9,2156801.5403195,2013-09-18
118,2062,ratatouille paris brother brother relationship expensive restaurant river cook patton oswalt ian holm lou romano brian dennehy peter sohn animation comedy family fantasy jan pinkava 2007 film films movies movie actor actress director,65.677399,7.5,2152084.1717324997,2007-06-22
216,87827,life of pi ocean shipwreck hindu tiger faith suraj sharma irrfan khan ayush tandon gautam belur adil hussain adventure drama action ang lee 2012 film films movies movie actor actress director,51.328145,7.2,2142354.647268,2012-11-20
92,10191,how to train your dragon flying blacksmith arena island night jay baruchel gerard butler craig ferguson america ferrera jonah hill fantasy adventure animation family chris sanders 2010 film films movies movie actor actress director,67.263269,7.5,2132413.7854724997,2010-03-05
2838,222935,the fault in our stars amsterdam based on novel support group cancer teenager shailene woodley ansel elgort nat wolff laura dern sam trammell romance drama josh boone 2014 film films movies movie actor actress director,74.358971,7.6,2124316.8271164,2014-05-16
2516,14,american beauty male nudity female nudity adultery midlife crisis coming out kevin spacey annette bening thora birch wes bentley mena suvari drama sam mendes 1999 film films movies movie actor actress director,80.87860500000002,7.9,2116811.465083501,1999-09-15
